"id","first_name","last_name","birth_date","joined_date","salary","email","department","phone_number","status"
"E01631","Leilani","Yee","1987-01-27","2017-07-12","40752","jack.brown@gmail.com","Marketing","9997479216","RETIRED"
"E01633","Addison","Do","1988-10-08","2001-05-30","59067","addison.do@gmail.com","Engineering","9294296564","ACTIVE"
"E01639","Austin","Vo","1982-10-18","1995-11-20","50994","austin.vo@gmail.com","Finance","9765158337","ACTIVE"
"E01642","Mia","Lam","1989-10-09","2006-04-18","71699","mia.lam@gmail.com","IT","9506527350","ACTIVE"
"E01713","Nolan","Guzman","1983-07-19","1999-06-20","176294","nolan.guzman@gmail.com","Engineering","9568765842","ACTIVE"
"E01754","Owen","Lam","1985-10-06","2017-05-29","113135","owen.lam@gmail.com","Human Resources","9223502722","ACTIVE"
"E01797","Piper","Lewis","1989-01-30","2018-12-22","102043","piper.lewis@gmail.com","Engineering","9717136619","ACTIVE"
"E01839","Stella","Alexander","1990-11-01","2005-12-10","90678","stella.alexander@gmail.com","Engineering","9538175163","ACTIVE"
"E01848","Zoey","Jackson","1983-12-27","2008-08-21","135062","zoey.jackson@gmail.com","Human Resources","9825898314","ACTIVE"
"E01994","Angel","Powell","1989-06-19","2008-07-11","59100","angel.powell@gmail.com","Sales","9053593655","RETIRED"
"E02017","Connor","Joseph","1986-09-15","1998-07-22","134486","connor.joseph@gmail.com","Human Resources","9588848388","ACTIVE"
"E02071","Mateo","Her","1982-01-24","2014-03-02","152239","mateo.her@gmail.com","Sales","9842942495","ACTIVE"
"E02074","Nora","Brown","1983-07-28","2014-02-11","99989","nora.brown@gmail.com","IT","9490737808","ACTIVE"
"E02094","Matthew","Gupta","1985-05-12","2005-09-18","86431","matthew.gupta@gmail.com","IT","9084578650","RETIRED"
"E02112","Christian","Sanders","1985-09-02","2013-08-07","48906","christian.sanders@gmail.com","Human Resources","9701210254","ACTIVE"
"E02139","Rylee","Yu","1986-05-31","2015-09-29","83990","rylee.yu@gmail.com","Accounting","9289145602","ACTIVE"
"E02160","John","Soto","1990-07-28","2015-09-23","64847","john.soto@gmail.com","Finance","9718130980","RETIRED"
"E02166","Lucas","Thomas","1984-05-03","2000-04-28","93102","lucas.thomas@gmail.com","Accounting","9884274162","ACTIVE"
"E02185","Wyatt","Rojas","1985-02-01","2013-03-20","167199","wyatt.rojas@gmail.com","IT","9200573455","ACTIVE"
"E02206","Jose","Henderson","1982-12-16","2015-04-17","98581","jose.henderson@gmail.com","Human Resources","9544684998","ACTIVE"
"E02216","Miles","Cho","1984-02-04","1999-03-10","66819","caleb.marquez@gmail.com","IT","9168045218","RETIRED"
"E02254","Jaxson","Sandoval","1988-03-18","2017-05-03","92897","jaxson.sandoval@gmail.com","Sales","9581145587","ACTIVE"
"E02283","Jaxon","Park","1980-05-01","2020-07-24","127148","jaxon.park@gmail.com","IT","9064442133","ACTIVE"
"E02331","Sophia","Huynh","1981-04-25","2005-08-09","71531","sophia.huynh@gmail.com","IT","9617597712","ACTIVE"
"E02333","Aubrey","Romero","1980-04-05","1998-04-02","64417","jaxson.wright@gmail.com","Sales","9131801563","ACTIVE"
"E02387","Emily","Davis","1982-10-04","2016-04-08","99975","emily.davis@gmail.com","IT","9594838228","ACTIVE"
"E02464","Sophie","Silva","1986-02-19","2017-07-06","97339","sophie.silva@gmail.com","Engineering","9935756881","RETIRED"
"E02489","Carter","Mejia","1980-03-15","2019-05-09","92610","ethan.clark@gmail.com","Human Resources","9065306370","RETIRED"
"E02572","Luna","Sanders","1987-03-12","2006-10-26","84913","luna.sanders@gmail.com","Finance","9003353866","ACTIVE"
"E02594","Ezekiel","Kumar","1980-11-24","2017-06-25","55499","ezekiel.kumar@gmail.com","IT","9526930464","RETIRED"
"E02639","Brooklyn","Reyes","1986-02-27","2019-12-19","221217","hadley.parker@gmail.com","IT","9670621750","ACTIVE"
"E02706","Nevaeh","Kang","1987-05-17","2021-01-10","70992","nevaeh.kang@gmail.com","Engineering","9459227428","RETIRED"
"E02783","Levi","Mendez","1990-01-26","2011-08-23","80950","levi.mendez@gmail.com","Sales","9336409014","RETIRED"
"E02791","Jose","Kang","1989-12-11","1999-04-25","160832","aubrey.romero@gmail.com","Engineering","9101372588","ACTIVE"
"E02802","Matthew","Chau","1987-07-07","2002-11-16","154941","matthew.chau@gmail.com","Human Resources","9545248187","ACTIVE"
"E02803","Caleb","Marquez","1987-09-28","2019-10-15","50784","eli.soto@gmail.com","IT","9608527554","RETIRED"
"E02832","Penelope","Jordan","1990-08-08","2019-09-27","95409","penelope.jordan@gmail.com","IT","9741721159","ACTIVE"
"E02848","Emma","Brooks","1987-06-28","2016-12-18","190815","emma.brooks@gmail.com","Sales","9082076052","ACTIVE"
"E02850","Evelyn","Dinh","1981-06-18","2018-08-10","201464","evelyn.dinh@gmail.com","Sales","9918810476","ACTIVE"
"E02855","Piper","Cheng","1989-10-21","2009-03-15","64475","piper.cheng@gmail.com","IT","9764258711","ACTIVE"
"E02862","Peyton","Huang","1981-10-07","2021-07-02","66889","peyton.huang@gmail.com","IT","9828989817","ACTIVE"
"E02872","Liam","Jung","1983-12-23","2010-01-14","92771","liam.jung@gmail.com","Finance","9376722512","ACTIVE"
"E02875","Madeline","Shin","1988-10-16","2007-01-09","62575","madeline.shin@gmail.com","IT","9434634848","ACTIVE"
"E02939","Julian","Fong","1989-12-10","2002-11-22","86538","julian.fong@gmail.com","Engineering","9912717650","RETIRED"
"E02942","Daniel","Richardson","1981-07-16","2018-05-20","144754","daniel.richardson@gmail.com","Engineering","9542433742","ACTIVE"
"E02966","William","Foster","1983-06-19","2002-05-23","165927","william.foster@gmail.com","Engineering","9436784387","RETIRED"
"E03025","Lucy","Alexander","1980-05-10","2014-10-29","64057","lucy.alexander@gmail.com","Engineering","9834328067","ACTIVE"
"E03042","Ava","Nelson","1981-05-25","1992-04-01","71864","ava.nelson@gmail.com","IT","9721048002","ACTIVE"
"E03047","Gabriella","Gupta","1980-05-06","2005-02-15","161203","gabriella.gupta@gmail.com","Sales","9276940803","ACTIVE"
"E03061","Vivian","Lewis","1984-04-12","2011-09-07","55859","vivian.lewis@gmail.com","Marketing","9008895010","ACTIVE"
"E03131","Ezekiel","Reed","1989-10-06","2014-02-25","96997","ezekiel.reed@gmail.com","IT","9435332716","ACTIVE"
"E03189","Ethan","Clark","1988-01-22","2017-08-04","123405","asher.jackson@gmail.com","Human Resources","9488514390","RETIRED"
"E03247","Caroline","Jenkins","1982-11-27","2018-05-06","99575","caroline.jenkins@gmail.com","Finance","9725736977","ACTIVE"
"E03269","Charlotte","Chu","1986-12-12","2001-01-23","96567","jeremiah.chu@gmail.com","IT","9429111438","RETIRED"
"E03343","Carson","Lu","1980-05-27","1996-12-04","231141","carson.lu@gmail.com","Engineering","9791110932","RETIRED"
"E03344","Camila","Rogers","1982-06-02","2021-10-21","105086","camila.rogers@gmail.com","Engineering","9014557114","RETIRED"
"E03349","Anna","Mehta","1983-11-17","2020-01-05","76354","anna.mehta@gmail.com","IT","9995302850","RETIRED"
"E03383","Lincoln","Hall","1990-08-16","2020-07-28","48345","lincoln.hall@gmail.com","Accounting","9739711585","RETIRED"
"E03394","Joseph","Ly","1987-12-26","2009-02-28","184368","joseph.ly@gmail.com","Marketing","9217768545","ACTIVE"
"E03417","Benjamin","Moua","1990-03-23","2007-07-02","57008","benjamin.moua@gmail.com","IT","9080815577","RETIRED"
"E03440","Genesis","Navarro","1983-06-28","2009-04-28","76588","genesis.navarro@gmail.com","IT","9140491402","RETIRED"
"E03446","Julian","Ross","1987-01-01","2020-07-02","41673","emma.hill@gmail.com","Marketing","9688392708","ACTIVE"
"E03484","Logan","Rivera","1983-01-21","2002-05-24","49998","logan.rivera@gmail.com","IT","9471169250","ACTIVE"
"E03496","Robert","Yang","1980-08-22","2017-11-04","249270","robert.yang@gmail.com","Accounting","9401702626","ACTIVE"
"E03506","Jaxson","Mai","1984-08-09","2014-03-08","174097","ava.garza@gmail.com","Human Resources","9013530961","ACTIVE"
"E03520","Elias","Ali","1984-10-09","2021-03-19","56154","nolan.pena@gmail.com","Sales","9254744098","ACTIVE"
"E03538","Gabriel","Holmes","1990-04-02","2010-11-04","79921","gabriel.holmes@gmail.com","IT","9367300521","ACTIVE"
"E03549","Mateo","Vu","1986-02-21","2016-09-29","49011","mateo.vu@gmail.com","Sales","9744395450","RETIRED"
"E03560","Asher","Jackson","1980-09-10","2003-03-25","73004","ayla.ng@gmail.com","Sales","9703318327","ACTIVE"
"E03567","Silas","Chavez","1990-02-06","2008-04-15","125936","silas.chavez@gmail.com","IT","9258239397","RETIRED"
"E03574","John","Moore","1988-01-06","2005-11-08","56037","john.moore@gmail.com","IT","9147881239","ACTIVE"
"E03583","Brooks","Marquez","1990-03-07","2019-09-24","174895","brooks.marquez@gmail.com","Sales","9530335974","ACTIVE"
"E03612","Grayson","Cooper","1980-08-03","2013-06-29","91763","grayson.cooper@gmail.com","Finance","9668722847","ACTIVE"
"E03680","Elias","Alvarado","1981-05-17","2012-01-09","151703","elias.alvarado@gmail.com","IT","9674969301","ACTIVE"
"E03717","Joseph","Ruiz","1984-02-25","2002-02-26","86658","joseph.ruiz@gmail.com","Engineering","9046900756","ACTIVE"
"E03719","Jack","Brown","1988-03-09","2004-12-07","97537","charlotte.chu@gmail.com","Marketing","9266523319","RETIRED"
"E03720","Dominic","Clark","1989-04-12","2012-10-17","189420","dominic.clark@gmail.com","Engineering","9005224321","ACTIVE"
"E03737","Kennedy","Rahman","1990-05-28","2003-02-28","249506","kennedy.rahman@gmail.com","Human Resources","9520959761","RETIRED"
"E03749","Kennedy","Foster","1986-10-09","2013-11-23","199808","kennedy.foster@gmail.com","Marketing","9436941591","ACTIVE"
"E03816","Leilani","Chow","1988-07-28","2021-02-23","52310","leilani.chow@gmail.com","Human Resources","9990219345","ACTIVE"
"E03824","Penelope","Coleman","1982-04-07","2021-08-27","80024","penelope.coleman@gmail.com","Finance","9536373792","ACTIVE"
"E03830","Eva","Coleman","1981-11-12","2009-09-20","71476","eva.coleman@gmail.com","IT","9957678018","ACTIVE"
"E03838","Madeline","Walker","1982-06-25","2018-06-13","157333","madeline.walker@gmail.com","Finance","9668062992","RETIRED"
"E03849","Evelyn","Jung","1980-03-03","2021-02-14","240488","evelyn.jung@gmail.com","Sales","9561684719","ACTIVE"
"E03875","Aurora","Simmons","1984-01-26","1995-12-22","113781","aurora.simmons@gmail.com","Engineering","9916904925","ACTIVE"
"E03890","Nevaeh","Jones","1982-10-26","2020-08-20","61773","nevaeh.jones@gmail.com","Sales","9653734977","ACTIVE"
"E03906","Piper","Richardson","1981-09-21","2008-01-27","54415","piper.richardson@gmail.com","Sales","9366911917","ACTIVE"
"E03907","Camila","Watson","1981-06-07","2018-01-02","115798","camila.watson@gmail.com","Finance","9304219253","ACTIVE"
"E03956","Everly","Walker","1989-02-06","1999-08-02","93840","mila.pena@gmail.com","Sales","9001173587","ACTIVE"
"E04000","Skylar","Carrillo","1990-05-24","2008-12-18","236946","skylar.carrillo@gmail.com","Engineering","9388693951","ACTIVE"
"E04105","Theodore","Dinh","1989-07-19","1997-11-29","163099","theodore.dinh@gmail.com","IT","9830364506","ACTIVE"
"E04116","David","Barnes","1986-05-10","2013-11-03","166331","david.barnes@gmail.com","IT","9093837200","ACTIVE"
"E04130","Elias","Figueroa","1980-07-31","2021-12-24","89458","elias.figueroa@gmail.com","Finance","9410148740","ACTIVE"
"E04131","Cora","Rivera","1983-02-16","2021-01-02","103504","cora.rivera@gmail.com","Marketing","9160245553","ACTIVE"
"E04152","Adeline","Huang","1987-09-20","2019-12-16","256420","adeline.huang@gmail.com","Engineering","9922759214","ACTIVE"
"E04207","John","Contreras","1985-10-27","2011-05-15","178700","john.contreras@gmail.com","Marketing","9634775644","ACTIVE"
"E04239","Everleigh","Ng","1987-02-10","2021-06-10","97078","everleigh.ng@gmail.com","Finance","9372943031","ACTIVE"
"E04265","Natalia","Diaz","1988-02-15","2006-10-12","99017","natalia.diaz@gmail.com","Engineering","9085231843","ACTIVE"
"E04267","Greyson","Sanders","1986-01-13","2019-03-06","104903","greyson.sanders@gmail.com","IT","9529939393","ACTIVE"
"E04285","Riley","Padilla","1980-02-14","2013-05-15","82872","riley.padilla@gmail.com","IT","9402643065","ACTIVE"
"E04332","Luke","Martin","1990-06-07","2020-05-16","113527","luke.martin@gmail.com","Finance","9809270569","ACTIVE"
"E04379","Scarlett","Rodriguez","1990-09-01","2007-02-24","94430","scarlett.rodriguez@gmail.com","Finance","9484120944","ACTIVE"
"E04413","Andrew","Thomas","1982-07-12","2016-12-02","166599","andrew.thomas@gmail.com","Engineering","9293533493","ACTIVE"
"E04449","Miles","Hsu","1987-07-09","2014-03-16","82839","miles.hsu@gmail.com","Finance","9242208138","ACTIVE"
"E04458","Alexander","Bryant","1988-08-15","2021-10-02","83639","alexander.bryant@gmail.com","Engineering","9896068334","ACTIVE"
"E04474","Mila","Hong","1983-01-16","2017-05-22","93971","mila.hong@gmail.com","Engineering","9877062317","RETIRED"
"E04504","Jameson","Alvarado","1986-01-28","1999-03-14","242919","jameson.alvarado@gmail.com","IT","9449781697","ACTIVE"
"E04533","Easton","Bailey","1981-12-23","2019-01-25","77203","easton.bailey@gmail.com","Accounting","9934796575","ACTIVE"
"E04545","Abigail","Mejia","1982-05-10","2005-02-05","246231","abigail.mejia@gmail.com","Engineering","9556340285","ACTIVE"
"E04562","Xavier","Zheng","1986-12-31","2017-07-22","95998","xavier.zheng@gmail.com","Sales","9990419112","ACTIVE"
"E04568","Rylee","Yu","1988-03-05","2011-07-10","88072","rylee.yu02@gmail.com","Finance","9937930016","ACTIVE"
"E04600","William","Vu","1982-11-09","2013-11-14","122350","william.vu@gmail.com","Sales","9521726354","ACTIVE"
"E04618","Mason","Zhao","1980-11-28","2021-10-26","197367","jaxson.mai@gmail.com","IT","9181721302","ACTIVE"
"E04625","Adam","Dang","1984-01-25","2002-07-09","146140","adam.dang@gmail.com","Sales","9881284743","ACTIVE"
"E04630","Maria","Griffin","1988-08-06","2007-04-25","102270","alexander.choi@gmail.com","Marketing","9551953785","ACTIVE"
"E04682","Colton","Thao","1989-11-26","1995-11-16","149712","colton.thao@gmail.com","Human Resources","9126985669","RETIRED"
"E04732","Eva","Rivera","1984-03-08","2021-04-02","172787","eva.rivera@gmail.com","Sales","9860987014","ACTIVE"
"E04735","Nova","Coleman","1980-09-19","2006-12-13","171173","nova.coleman@gmail.com","IT","9272323919","ACTIVE"
"E04769","Mila","Leung","1981-03-01","2007-11-05","53809","mila.leung@gmail.com","Marketing","9556569194","ACTIVE"
"E04798","Aurora","Ali","1982-04-13","2016-04-24","208415","aurora.ali@gmail.com","Marketing","9000006630","RETIRED"
"E04888","Elijah","Henry","1985-05-29","2014-01-03","190253","elijah.henry@gmail.com","IT","9101120503","ACTIVE"
"E04903","Skylar","Liu","1980-10-08","2020-08-09","74738","skylar.liu@gmail.com","IT","9298130590","ACTIVE"
"E04917","Everleigh","Washington","1982-07-10","2001-10-20","68728","everleigh.washington@gmail.com","Human Resources","9864205511","ACTIVE"
"E04931","Zoe","Romero","1986-08-12","2021-10-05","67925","zoe.romero@gmail.com","IT","9940904284","ACTIVE"
"E04959","Noah","King","1984-12-06","2015-01-27","199041","noah.king@gmail.com","Engineering","9944489327","ACTIVE"
"F21129","Hadley","Parker","1989-01-09","2016-09-21","221217","hadleyparker22@gmail.com","Marketing","9011597483","ACTIVE"
